auto_scale_mul,canvas_height_px,canvas_width_px,final_scale_mul,group,hitbox_h_px,hitbox_id,hitbox_w_px,hitbox_x_px,hitbox_y_px,preserve_aspect,render_bitmap_h_px,render_bitmap_w_px,render_top_left_x_px,render_top_left_y_px,render_visible_h_px,render_visible_w_px,scale_override_mul,source_bitmap_h_px,source_bitmap_w_px,source_content_h_px,source_content_w_px,source_content_x_px,source_content_y_px,source_file,source_path,status,variant
,5276,3748,,visual,72.0,OIL_TEMP_GAUGE_R,72.0,1821.14,3009.65,False,72.0,72.0,,,,,,1024,1024,,,,,OIL_TEMP_GAUGE_R.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/OIL_TEMP_GAUGE_R.png,compiled,legacy
,5276,3748,,visual,104.0,T5_GAUGE_L,104.0,1576.97,2964.57,False,104.0,104.0,,,,,,1024,1024,,,,,T5_GAUGE_L.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/T5_GAUGE_L.png,compiled,legacy
,5276,3748,,visual,104.0,T5_GAUGE_R,104.0,1695.25,2964.44,False,104.0,104.0,,,,,,1024,1024,,,,,T5_GAUGE_R.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/T5_GAUGE_R.png,compiled,legacy
,5276,3748,,visual,104.0,TORQUE_GAUGE_L,104.0,1576.99,2732.56,False,104.0,104.0,,,,,,1024,1024,,,,,TORQUE_GAUGE_L.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/TORQUE_GAUGE_L.png,compiled,legacy
,5276,3748,,visual,104.0,TORQUE_GAUGE_R,104.0,1695.27,2733.28,False,104.0,104.0,,,,,,1024,1024,,,,,TORQUE_GAUGE_R.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/TORQUE_GAUGE_R.png,compiled,legacy
,5276,3748,,visual,948.27,DOCUMENTS_EFB,789.87,2958.13,4327.73,False,948.27,789.87,,,,,,1744,1195,,,,,DOCUMENTS_EFB.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/DOCUMENTS_EFB.png,compiled,legacy
,5276,3748,,visual,263.17,AI,296.48,2735.39,2758.17,False,263.17,296.48,,,,,,279,295,,,,,AI.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/AI.png,compiled,legacy
,5276,3748,,visual,201.54,ASI,195.25,2526.02,2798.84,False,201.54,195.25,,,,,,199,191,,,,,ASI.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/ASI.png,compiled,legacy
,5276,3748,,visual,199.48,ALT,196.58,3044.25,2842.01,False,199.48,196.58,,,,,,202,193,,,,,ALT.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/ALT.png,compiled,legacy
,5276,3748,,visual,200.17,VSI,187.87,3049.68,3077.6,False,200.17,187.87,,,,,,216,198,,,,,VSI.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/VSI.png,compiled,legacy
,5276,3748,,visual,277.91,HSI,296.48,2733.15,3023.52,False,277.91,296.48,,,,,,280,301,,,,,HSI.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/HSI.png,compiled,legacy
,5276,3748,,visual,200.17,DI,187.87,2529.1,3067.85,False,200.17,187.87,,,,,,202,188,,,,,DI.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/DI.png,compiled,legacy
,5276,3748,,visual,208.86,TURN_SLIP,208.66,3254.04,3096.0,False,208.86,208.66,,,,,,210,194,,,,,TURN_SLIP.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/TURN_SLIP.png,compiled,legacy
,5276,3748,,visual,200.17,STBY_INSTR,187.87,2331.93,2798.82,False,200.17,187.87,,,,,,204,193,,,,,STBY_INSTR.png,core-res/src/main/assets/cockpit/assets/instruments/legacy/STBY_INSTR.png,compiled,legacy
